cluster,nodeCluster,temperature,ice_particles,ice_mass,ice_length
1,43,219.792,2806,0.0014866112720517534,12.69
2,44,231.258,47848,0.027598562375665638,10.205
3,45,254.678,1444,0.0008375082005377267,1.015
4,46,294.864,912,0.0005021421597969698,0.795
5,47,300.683,228,0.00011496614153296914,0.189
6,48,309.208,190,9.524858810531666e-05,0.214
all,all,232.948,53428,0.030635038737691394,13.003
