cluster,nodeCluster,temperature,ice_particles,ice_mass,ice_length
1,1,222.646,3044,0.0015629643429727138,13.088
2,2,232.98,44532,0.025341647172142007,10.196
3,3,265.783,2394,0.0013469086708670832,1.569
4,4,266.405,304,0.00015606126483606192,0.359
5,5,303.108,190,9.5985905776905e-05,0.237
6,6,272.61,114,6.16057629163639e-05,0.203
all,all,234.465,50578,0.028565173119511254,13.559
